-35.007424, 138.572620
-35.007173, 138.572722
-35.007205, 138.573003
-35.007278, 138.573258
-35.007362, 138.573353
-35.007654, 138.573322
-35.007958, 138.573284
-35.008076, 138.573307
-35.008139, 138.573391
-35.008095, 138.573808
-35.008021, 138.574438
-35.007915, 138.575211
-35.007797, 138.575431
-35.007710, 138.575492
-35.007685, 138.575507
-35.006946, 138.575431
-35.006660, 138.575439
-35.006237, 138.575575
-35.005864, 138.575727
-35.005094, 138.575689
-35.003046, 138.575550
-34.999504, 138.575292
-34.995469, 138.575003
-34.993060, 138.574810
-34.992709, 138.575110
-34.992639, 138.578157
-34.992445, 138.582921
-34.992146, 138.587470
-34.992047, 138.590434
-34.991810, 138.591588
-34.991160, 138.592671
-34.982822, 138.591985
-34.973693, 138.591289
-34.966801, 138.590774
-34.965042, 138.590603
-34.957832, 138.589959
-34.955757, 138.589916
-34.955709, 138.590163
-34.955551, 138.593467
-34.955252, 138.599883
-34.955037, 138.603491
-34.954895, 138.606955
-34.954840, 138.607783
-34.954183, 138.607719
-34.953638, 138.607675
-34.953672, 138.607171
