-34.941332, 138.642162
-34.941126, 138.642516
-34.939253, 138.642368
-34.939314, 138.640688
-34.939543, 138.635971
-34.939785, 138.631548
-34.940027, 138.626964
-34.940123, 138.625564
-34.940184, 138.624635
-34.940172, 138.623485
-34.940280, 138.621200
-34.940439, 138.617813
-34.940567, 138.614822
-34.940866, 138.609308
-34.941105, 138.604294
-34.941319, 138.600052
-34.941515, 138.596237
-34.941868, 138.588908
-34.942215, 138.583096
-34.942240, 138.582825
-34.942163, 138.582450
-34.941767, 138.581534
-34.941655, 138.581187
-34.941635, 138.580605
-34.941736, 138.578375
-34.942034, 138.572823
-34.942156, 138.569749
-34.942197, 138.568410
-34.942400, 138.564146
-34.942524, 138.563165
-34.942396, 138.563113
-34.942251, 138.563103
-34.942169, 138.563051
-34.942114, 138.562931
-34.942075, 138.562785
-34.942158, 138.562740
