-35.018422, 138.615981
-35.018422, 138.615868
-35.018367, 138.615796
-35.018289, 138.615792
-35.018253, 138.615846
-35.018249, 138.615968
-35.018241, 138.616108
-35.018238, 138.616216
-35.018276, 138.616294
-35.018446, 138.616261
-35.018511, 138.616224
-35.018630, 138.616202
-35.018734, 138.616195
-35.018926, 138.616192
-35.019082, 138.616195
-35.019263, 138.616202
-35.019454, 138.616222
-35.019600, 138.616237
-35.019715, 138.616259
-35.019868, 138.616301
-35.019997, 138.616350
-35.020165, 138.616412
-35.020330, 138.616476
-35.020516, 138.616567
-35.020711, 138.616642
-35.020872, 138.616707
-35.020872, 138.616707
-35.021088, 138.616867
-35.021071, 138.616939
-35.021185, 138.617095
-35.021242, 138.617071
-35.021283, 138.617017
-35.021288, 138.616946
-35.021264, 138.616886
-35.021260, 138.616809
-35.021258, 138.616679
-35.021226, 138.616592
-35.021260, 138.616275
-35.021296, 138.615956
-35.021307, 138.615714
-35.021330, 138.615452
-35.021330, 138.615203
-35.021348, 138.614785
-35.021366, 138.614439
-35.021386, 138.614004
-35.021426, 138.613176
-35.021453, 138.612301
-35.021462, 138.611421
-35.021330, 138.610778
-35.021229, 138.610193
-35.021198, 138.609834
-35.021242, 138.609485
-35.021312, 138.609217
-35.021453, 138.608959
-35.021637, 138.608728
-35.021980, 138.608460
-35.022388, 138.608203
-35.022810, 138.607902
-35.023096, 138.607693
-35.023377, 138.607328
-35.023632, 138.606996
-35.023750, 138.606813
-35.023944, 138.606561
-35.024225, 138.606223
-35.024813, 138.605483
-35.025358, 138.604769
-35.025912, 138.604067
-35.026272, 138.603627
-35.026474, 138.603412
-35.026623, 138.603117
-35.026852, 138.602173
-35.027049, 138.601277
-35.027401, 138.599866
-35.027700, 138.598633
-35.027915, 138.597667
-35.028051, 138.597029
-35.028218, 138.596272
-35.028376, 138.595376
-35.028442, 138.594497
-35.028490, 138.593461
-35.028525, 138.592651
-35.028547, 138.592013
-35.028475, 138.591530
-35.028296, 138.590956
-35.028046, 138.590420
-35.027696, 138.589655
-35.027278, 138.588895
-35.026844, 138.588395
-35.026177, 138.587807
-35.025128, 138.587022
-35.024286, 138.586409
-35.023299, 138.585379
-35.022759, 138.584768
-35.022232, 138.584226
-35.021823, 138.583770
-35.021265, 138.582997
-35.020325, 138.581688
-35.019073, 138.579956
-35.019196, 138.580136
-35.018214, 138.578225
-35.017866, 138.577527
-35.017232, 138.576571
-35.016686, 138.575797
-35.016413, 138.575099
-35.016413, 138.574234
-35.016500, 138.572156
-35.016586, 138.570638
-35.016723, 138.568681
-35.016785, 138.565874
-35.016910, 138.564296
-35.017108, 138.559866
-35.017195, 138.558045
-35.017332, 138.555025
-35.017555, 138.551520
-35.017655, 138.548668
-35.017754, 138.546650
-35.017953, 138.542493
-35.018264, 138.541188
-35.018351, 138.539655
-35.018513, 138.536970
-35.018624, 138.534254
-35.018761, 138.531128
-35.019009, 138.527532
-35.019146, 138.523602
-35.019096, 138.523026
-35.018512, 138.522965
-35.017220, 138.522874
-35.016909, 138.522829
-35.016952, 138.522505
-35.017052, 138.520348
-35.017112, 138.519118
-35.017189, 138.517511
-35.017233, 138.516688
-35.017262, 138.515795
-35.017288, 138.515524
-35.017350, 138.514783
-35.017370, 138.514700
-35.017429, 138.514669
-35.017530, 138.514690
-35.017617, 138.514705
-35.017655, 138.514778
-35.017690, 138.514796
